Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","10/04/2021 21:53 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=H02MqJ
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
1981,-,-,Kuwait,KWT,2000,0,0,,0,0
1981,-,-,"Lao People's Dem. Rep.",LAO,3500,0,0,,0,0
1981,-,-,Lebanon,LBN,3200,0,0,,0,0
1981,-,-,Lesotho,LSO,11500,0,0,,0,0
1981,-,-,"China, Macao SAR",MAC,1200,0,0,,0,0
1981,-,-,Mexico,MEX,150000,0,0,,0,0
1981,-,-,Malaysia,MYS,103250,0,0,,0,0
1981,-,-,Morocco,MAR,500,0,0,,0,0
1981,-,-,Mozambique,MOZ,100,0,0,,0,0
1981,-,-,Nepal,NPL,8800,0,0,,0,0
1981,-,-,Netherlands,NLD,13000,0,0,,0,0
1981,-,-,Nicaragua,NIC,21320,0,0,,0,0
1981,-,-,Nigeria,NGA,89570,0,0,,0,0
1981,-,-,Norway,NOR,6000,0,0,,0,0
1981,-,-,"New Zealand",NZL,10600,0,0,,0,0
1981,-,-,Pakistan,PAK,2375330,0,0,,0,0
1981,-,-,Panama,PAN,1500,0,0,,0,0
1981,-,-,Paraguay,PRY,800,0,0,,0,0
1981,-,-,Peru,PER,1500,0,0,,0,0
1981,-,-,Philippines,PHL,23310,0,0,,0,0
1981,-,-,"Papua New Guinea",PNG,150,0,0,,0,0
1981,-,-,Portugal,PRT,7600,0,0,,0,0
1981,-,-,Qatar,QAT,200,0,0,,0,0
1981,-,-,Romania,ROU,1000,0,0,,0,0
1981,-,-,Rwanda,RWA,18150,0,0,,0,0
1981,-,-,"Saudi Arabia",SAU,65000,0,0,,0,0
1981,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,1920,0,0,,0,0
1981,-,-,Senegal,SEN,4000,0,0,,0,0
1981,-,-,Somalia,SOM,700000,0,0,,0,0
1981,-,-,Spain,ESP,21500,0,0,,0,0
1981,-,-,"Viet Nam",VNM,30000,0,0,,0,0
1981,-,-,Sudan,SDN,553000,0,0,,0,0
1981,-,-,Eswatini,SWZ,5610,0,0,,0,0
1981,-,-,Sweden,SWE,20000,0,0,,0,0
1981,-,-,Switzerland,CHE,40000,0,0,,0,0
1981,-,-,"Syrian Arab Rep.",SYR,1050,0,0,,0,0
1981,-,-,"United Rep. of Tanzania",TZA,164180,0,0,,0,0
1981,-,-,Thailand,THA,192990,0,0,,0,0
1981,-,-,Turkey,TUR,1180,0,0,,0,0
1981,-,-,"United Arab Emirates",ARE,6090,0,0,,0,0
1981,-,-,Uganda,UGA,113000,0,0,,0,0
1981,-,-,Uruguay,URY,1700,0,0,,0,0
1981,-,-,"United States of America",USA,537375,0,0,,0,0
1981,-,-,"Venezuela (Bolivarian Republic of)",VEN,17000,0,0,,0,0
1981,-,-,Yemen,YEM,1030,0,0,,0,0
1981,-,-,Zambia,ZMB,40560,0,0,,0,0
1981,-,-,Zimbabwe,ZWE,5100,0,0,,0,0
1981,-,-,"Unknown ",,103130,0,0,,0,0
1982,-,-,Algeria,DZA,167000,0,0,,0,0
1982,-,-,Angola,AGO,96280,0,0,,0,0
1982,-,-,Egypt,EGY,5500,0,0,,0,0
1982,-,-,Argentina,ARG,11500,0,0,,0,0
1982,-,-,Australia,AUS,317000,0,0,,0,0
1982,-,-,Austria,AUT,34963,0,0,,0,0
1982,-,-,Burundi,BDI,253170,0,0,,0,0
1982,-,-,Belgium,BEL,21000,0,0,,0,0
1982,-,-,Botswana,BWA,1300,0,0,,0,0
1982,-,-,Brazil,BRA,5400,0,0,,0,0
1982,-,-,Belize,BLZ,3120,0,0,,0,0
1982,-,-,Canada,CAN,107591,0,0,,0,0
1982,-,-,"Central African Rep.",CAF,7450,0,0,,0,0
1982,-,-,China,CHN,272100,0,0,,0,0
1982,-,-,Chile,CHL,2500,0,0,,0,0
1982,-,-,Cameroon,CMR,36820,0,0,,0,0
1982,-,-,"Dem. Rep. of the Congo",COD,497600,0,0,,0,0
1982,-,-,Colombia,COL,150,0,0,,0,0
1982,-,-,"Costa Rica",CRI,16360,0,0,,0,0
1982,-,-,Cuba,CUB,2000,0,0,,0,0
1982,-,-,Denmark,DNK,1800,0,0,,0,0
1982,-,-,Djibouti,DJI,34200,0,0,,0,0
1982,-,-,"Dominican Rep.",DOM,5000,0,0,,0,0
1982,-,-,Ecuador,ECU,680,0,0,,0,0
1982,-,-,Ethiopia,ETH,5550,0,0,,0,0
1982,-,-,France,FRA,152223,0,0,,0,0
1982,-,-,Gabon,GAB,640,0,0,,0,0
1982,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,143000,0,0,,0,0
1982,-,-,Germany,DEU,100000,0,0,,0,0
1982,-,-,Ghana,GHA,100,0,0,,0,0
1982,-,-,Greece,GRC,3950,0,0,,0,0
1982,-,-,Guatemala,GTM,70000,0,0,,0,0
1982,-,-,"China, Hong Kong SAR",HKG,12620,0,0,,0,0
1982,-,-,Honduras,HND,32170,0,0,,0,0
1982,-,-,India,IND,5010,0,0,,0,0
1982,-,-,Indonesia,IDN,13220,0,0,,0,0
1982,-,-,"Iran (Islamic Rep. of)",IRN,1700060,0,0,,0,0
1982,-,-,Iraq,IRQ,1200,0,0,,0,0
1982,-,-,Italy,ITA,22865,0,0,,0,0
1982,-,-,Jordan,JOR,100,0,0,,0,0
1982,-,-,Japan,JPN,4390,0,0,,0,0
1982,-,-,Kenya,KEN,4760,0,0,,0,0
1982,-,-,"Rep. of Korea",KOR,70,0,0,,0,0
1982,-,-,Kuwait,KWT,2220,0,0,,0,0
1982,-,-,"Lao People's Dem. Rep.",LAO,3500,0,0,,0,0
1982,-,-,Lebanon,LBN,2800,0,0,,0,0
1982,-,-,Lesotho,LSO,11500,0,0,,0,0
1982,-,-,"China, Macao SAR",MAC,970,0,0,,0,0
1982,-,-,Mexico,MEX,167750,0,0,,0,0
1982,-,-,Malaysia,MYS,99240,0,0,,0,0
1982,-,-,Morocco,MAR,510,0,0,,0,0
1982,-,-,Mozambique,MOZ,130,0,0,,0,0
1982,-,-,Nepal,NPL,9800,0,0,,0,0
1982,-,-,Netherlands,NLD,14000,0,0,,0,0
1982,-,-,Nicaragua,NIC,23800,0,0,,0,0
1982,-,-,Nigeria,NGA,5240,0,0,,0,0
1982,-,-,Norway,NOR,6000,0,0,,0,0
1982,-,-,"New Zealand",NZL,10600,0,0,,0,0
1982,-,-,Pakistan,PAK,2877480,0,0,,0,0
1982,-,-,Panama,PAN,1820,0,0,,0,0
1982,-,-,Paraguay,PRY,50,0,0,,0,0
1982,-,-,Peru,PER,1200,0,0,,0,0
1982,-,-,Philippines,PHL,15240,0,0,,0,0
1982,-,-,"Papua New Guinea",PNG,2200,0,0,,0,0
1982,-,-,Portugal,PRT,7600,0,0,,0,0
1982,-,-,Qatar,QAT,200,0,0,,0,0
1982,-,-,Romania,ROU,1000,0,0,,0,0
1982,-,-,Rwanda,RWA,62000,0,0,,0,0
1982,-,-,"Saudi Arabia",SAU,59000,0,0,,0,0
1982,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,2030,0,0,,0,0
1982,-,-,Senegal,SEN,5250,0,0,,0,0
1982,-,-,Singapore,SGP,480,0,0,,0,0
1982,-,-,"Sierra Leone",SLE,120,0,0,,0,0
1982,-,-,Somalia,SOM,700000,0,0,,0,0
1982,-,-,Spain,ESP,23500,0,0,,0,0
1982,-,-,"Viet Nam",VNM,25960,0,0,,0,0
1982,-,-,Sudan,SDN,637000,0,0,,0,0
1982,-,-,Eswatini,SWZ,7350,0,0,,0,0
1982,-,-,Sweden,SWE,20000,0,0,,0,0
1982,-,-,Switzerland,CHE,33404,0,0,,0,0
1982,-,-,"Syrian Arab Rep.",SYR,26570,0,0,,0,0
1982,-,-,"United Rep. of Tanzania",TZA,158960,0,0,,0,0
1982,-,-,Thailand,THA,168980,0,0,,0,0
1982,-,-,Togo,TGO,200,0,0,,0,0
1982,-,-,Turkey,TUR,1670,0,0,,0,0
1982,-,-,"United Arab Emirates",ARE,3690,0,0,,0,0
1982,-,-,Uganda,UGA,113000,0,0,,0,0
1982,-,-,Uruguay,URY,60,0,0,,0,0
1982,-,-,"United States of America",USA,620257,0,0,,0,0
1982,-,-,"Venezuela (Bolivarian Republic of)",VEN,850,0,0,,0,0
1982,-,-,Yemen,YEM,1400,0,0,,0,0
1982,-,-,Zambia,ZMB,89110,0,0,,0,0
1982,-,-,Zimbabwe,ZWE,20200,0,0,,0,0
1982,-,-,"Unknown ",,101050,0,0,,0,0
1983,-,-,Algeria,DZA,167000,0,0,,0,0
1983,-,-,Angola,AGO,96280,0,0,,0,0
1983,-,-,Egypt,EGY,35000,0,0,,0,0
1983,-,-,Argentina,ARG,11500,0,0,,0,0
1983,-,-,Australia,AUS,317000,0,0,,0,0
1983,-,-,Austria,AUT,37298,0,0,,0,0
1983,-,-,Burundi,BDI,253820,0,0,,0,0
1983,-,-,Belgium,BEL,35000,0,0,,0,0
1983,-,-,Benin,BEN,50,0,0,,0,0
1983,-,-,"Burkina Faso",BFA,70,0,0,,0,0
1983,-,-,Botswana,BWA,4600,0,0,,0,0
1983,-,-,Brazil,BRA,5400,0,0,,0,0
1983,-,-,Belize,BLZ,7000,0,0,,0,0
1983,-,-,Canada,CAN,120947,0,0,,0,0
1983,-,-,"Central African Rep.",CAF,6790,0,0,,0,0
1983,-,-,China,CHN,276630,0,0,,0,0
1983,-,-,Chile,CHL,2500,0,0,,0,0
1983,-,-,Cameroon,CMR,4190,0,0,,0,0
1983,-,-,Congo,COG,1000,0,0,,0,0
1983,-,-,"Dem. Rep. of the Congo",COD,303500,0,0,,0,0
1983,-,-,Colombia,COL,210,0,0,,0,0
1983,-,-,"Costa Rica",CRI,16910,0,0,,0,0
1983,-,-,Cuba,CUB,2000,0,0,,0,0
1983,-,-,Denmark,DNK,3600,0,0,,0,0
1983,-,-,Djibouti,DJI,29170,0,0,,0,0
1983,-,-,"Dominican Rep.",DOM,5000,0,0,,0,0
1983,-,-,Ecuador,ECU,770,0,0,,0,0
1983,-,-,Ethiopia,ETH,31370,0,0,,0,0
1983,-,-,France,FRA,164113,0,0,,0,0
1983,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,140000,0,0,,0,0
1983,-,-,Germany,DEU,115000,0,0,,0,0
1983,-,-,Ghana,GHA,90,0,0,,0,0
1983,-,-,Greece,GRC,4090,0,0,,0,0
1983,-,-,Guatemala,GTM,70000,0,0,,0,0
1983,-,-,"China, Hong Kong SAR",HKG,12770,0,0,,0,0
1983,-,-,Honduras,HND,39650,0,0,,0,0
1983,-,-,"Cote d'Ivoire",CIV,450,0,0,,0,0
1983,-,-,India,IND,6930,0,0,,0,0
1983,-,-,Indonesia,IDN,10070,0,0,,0,0
1983,-,-,"Iran (Islamic Rep. of)",IRN,1900060,0,0,,0,0
1983,-,-,Iraq,IRQ,1200,0,0,,0,0
1983,-,-,Italy,ITA,22062,0,0,,0,0
1983,-,-,Jordan,JOR,150,0,0,,0,0
1983,-,-,Japan,JPN,4900,0,0,,0,0
1983,-,-,Kenya,KEN,6760,0,0,,0,0
1983,-,-,Kuwait,KWT,2220,0,0,,0,0
1983,-,-,"Lao People's Dem. Rep.",LAO,1260,0,0,,0,0
1983,-,-,Liberia,LBR,90,0,0,,0,0
1983,-,-,Lebanon,LBN,2920,0,0,,0,0
1983,-,-,Lesotho,LSO,11500,0,0,,0,0
1983,-,-,"China, Macao SAR",MAC,800,0,0,,0,0
1983,-,-,Mexico,MEX,170000,0,0,,0,0
1983,-,-,Malaysia,MYS,110700,0,0,,0,0
1983,-,-,Morocco,MAR,540,0,0,,0,0
1983,-,-,Mozambique,MOZ,900,0,0,,0,0
1983,-,-,Nepal,NPL,10800,0,0,,0,0
1983,-,-,Netherlands,NLD,14500,0,0,,0,0
1983,-,-,Nicaragua,NIC,18500,0,0,,0,0
1983,-,-,Nigeria,NGA,4620,0,0,,0,0
1983,-,-,Norway,NOR,10000,0,0,,0,0
1983,-,-,"New Zealand",NZL,10600,0,0,,0,0
1983,-,-,Pakistan,PAK,2901360,0,0,,0,0
1983,-,-,Panama,PAN,1500,0,0,,0,0
1983,-,-,Paraguay,PRY,50,0,0,,0,0
1983,-,-,Peru,PER,600,0,0,,0,0
1983,-,-,Philippines,PHL,18890,0,0,,0,0
1983,-,-,"Papua New Guinea",PNG,1230,0,0,,0,0
1983,-,-,Portugal,PRT,700,0,0,,0,0
1983,-,-,Qatar,QAT,200,0,0,,0,0
1983,-,-,Romania,ROU,1000,0,0,,0,0
1983,-,-,Rwanda,RWA,49500,0,0,,0,0
1983,-,-,"Saudi Arabia",SAU,59000,0,0,,0,0
1983,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,2020,0,0,,0,0
1983,-,-,Senegal,SEN,5140,0,0,,0,0
1983,-,-,Singapore,SGP,290,0,0,,0,0
1983,-,-,"Sierra Leone",SLE,150,0,0,,0,0
1983,-,-,Somalia,SOM,700000,0,0,,0,0
1983,-,-,Spain,ESP,23700,0,0,,0,0
1983,-,-,"Viet Nam",VNM,21070,0,0,,0,0
1983,-,-,Sudan,SDN,690000,0,0,,0,0
1983,-,-,Eswatini,SWZ,6230,0,0,,0,0
1983,-,-,Sweden,SWE,43000,0,0,,0,0
1983,-,-,Switzerland,CHE,32312,0,0,,0,0
1983,-,-,"Syrian Arab Rep.",SYR,40490,0,0,,0,0
1983,-,-,"United Rep. of Tanzania",TZA,180100,0,0,,0,0
1983,-,-,Thailand,THA,144320,0,0,,0,0
1983,-,-,Togo,TGO,1770,0,0,,0,0
1983,-,-,Turkey,TUR,1320,0,0,,0,0
1983,-,-,"United Arab Emirates",ARE,4090,0,0,,0,0
1983,-,-,Uganda,UGA,132970,0,0,,0,0
1983,-,-,Uruguay,URY,150,0,0,,0,0
1983,-,-,"United States of America",USA,655532,0,0,,0,0
1983,-,-,"Venezuela (Bolivarian Republic of)",VEN,1100,0,0,,0,0
1983,-,-,Yemen,YEM,3680,0,0,,0,0
1983,-,-,Zambia,ZMB,103000,0,0,,0,0
1983,-,-,Zimbabwe,ZWE,50390,0,0,,0,0
1983,-,-,"Unknown ",,101080,0,0,,0,0
1984,-,-,Algeria,DZA,167000,0,0,,0,0
1984,-,-,Angola,AGO,92260,0,0,,0,0
1984,-,-,Egypt,EGY,5500,0,0,,0,0
1984,-,-,Argentina,ARG,11500,0,0,,0,0
1984,-,-,Australia,AUS,89000,0,0,,0,0
1984,-,-,Austria,AUT,39099,0,0,,0,0
1984,-,-,Burundi,BDI,273810,0,0,,0,0
1984,-,-,Belgium,BEL,36400,0,0,,0,0
1984,-,-,Benin,BEN,800,0,0,,0,0
1984,-,-,"Burkina Faso",BFA,100,0,0,,0,0
1984,-,-,Botswana,BWA,4970,0,0,,0,0
1984,-,-,Brazil,BRA,5300,0,0,,0,0
1984,-,-,Belize,BLZ,8180,0,0,,0,0
1984,-,-,Canada,CAN,112966,0,0,,0,0
1984,-,-,"Central African Rep.",CAF,42000,0,0,,0,0
1984,-,-,China,CHN,279750,0,0,,0,0
1984,-,-,Chile,CHL,2500,0,0,,0,0
1984,-,-,Cameroon,CMR,13690,0,0,,0,0
1984,-,-,Congo,COG,1000,0,0,,0,0
1984,-,-,"Dem. Rep. of the Congo",COD,337330,0,0,,0,0
1984,-,-,Colombia,COL,330,0,0,,0,0
1984,-,-,"Costa Rica",CRI,16910,0,0,,0,0
1984,-,-,Cuba,CUB,2000,0,0,,0,0
1984,-,-,Denmark,DNK,8500,0,0,,0,0
1984,-,-,Djibouti,DJI,16770,0,0,,0,0
1984,-,-,"Dominican Rep.",DOM,5130,0,0,,0,0
1984,-,-,Ecuador,ECU,870,0,0,,0,0
1984,-,-,Ethiopia,ETH,180480,0,0,,0,0
1984,-,-,Finland,FIN,500,0,0,,0,0
1984,-,-,France,FRA,169863,0,0,,0,0
1984,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,135000,0,0,,0,0
1984,-,-,Germany,DEU,126600,0,0,,0,0
1984,-,-,Ghana,GHA,90,0,0,,0,0
1984,-,-,Greece,GRC,4320,0,0,,0,0
1984,-,-,Guatemala,GTM,70000,0,0,,0,0
1984,-,-,"China, Hong Kong SAR",HKG,11960,0,0,,0,0
1984,-,-,Honduras,HND,49200,0,0,,0,0
1984,-,-,"Cote d'Ivoire",CIV,650,0,0,,0,0
1984,-,-,India,IND,7200,0,0,,0,0
1984,-,-,Indonesia,IDN,9500,0,0,,0,0
1984,-,-,Ireland,IRL,500,0,0,,0,0
1984,-,-,"Iran (Islamic Rep. of)",IRN,2000000,0,0,,0,0
1984,-,-,Iraq,IRQ,1200,0,0,,0,0
1984,-,-,Italy,ITA,21482,0,0,,0,0
1984,-,-,Jordan,JOR,400,0,0,,0,0
1984,-,-,Japan,JPN,3967,0,0,,0,0
1984,-,-,Kenya,KEN,8060,0,0,,0,0
1984,-,-,Kuwait,KWT,2810,0,0,,0,0
1984,-,-,"Lao People's Dem. Rep.",LAO,1200,0,0,,0,0
1984,-,-,Liberia,LBR,260,0,0,,0,0
1984,-,-,Lebanon,LBN,2920,0,0,,0,0
1984,-,-,Lesotho,LSO,11850,0,0,,0,0
1984,-,-,"China, Macao SAR",MAC,730,0,0,,0,0
1984,-,-,Mexico,MEX,175000,0,0,,0,0
1984,-,-,Malaysia,MYS,109060,0,0,,0,0
1984,-,-,Morocco,MAR,800,0,0,,0,0
1984,-,-,Mozambique,MOZ,820,0,0,,0,0
1984,-,-,Nepal,NPL,11800,0,0,,0,0
1984,-,-,Netherlands,NLD,15000,0,0,,0,0
1984,-,-,Nicaragua,NIC,18500,0,0,,0,0
1984,-,-,Nigeria,NGA,4570,0,0,,0,0
1984,-,-,Norway,NOR,10000,0,0,,0,0
1984,-,-,"New Zealand",NZL,4500,0,0,,0,0
1984,-,-,Pakistan,PAK,2500000,0,0,,0,0
1984,-,-,Panama,PAN,1500,0,0,,0,0
1984,-,-,Peru,PER,560,0,0,,0,0
1984,-,-,Philippines,PHL,18270,0,0,,0,0
1984,-,-,"Papua New Guinea",PNG,10950,0,0,,0,0
1984,-,-,Portugal,PRT,600,0,0,,0,0
1984,-,-,Qatar,QAT,200,0,0,,0,0
1984,-,-,Romania,ROU,1000,0,0,,0,0
1984,-,-,Rwanda,RWA,48940,0,0,,0,0
1984,-,-,"Saudi Arabia",SAU,105500,0,0,,0,0
1984,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,3150,0,0,,0,0
1984,-,-,Senegal,SEN,5200,0,0,,0,0
1984,-,-,"Sierra Leone",SLE,180,0,0,,0,0
1984,-,-,Somalia,SOM,701300,0,0,,0,0
1984,-,-,Spain,ESP,9900,0,0,,0,0
1984,-,-,"Viet Nam",VNM,21000,0,0,,0,0
1984,-,-,Sudan,SDN,971000,0,0,,0,0
1984,-,-,Eswatini,SWZ,8980,0,0,,0,0
1984,-,-,Sweden,SWE,90600,0,0,,0,0
1984,-,-,Switzerland,CHE,31201,0,0,,0,0
1984,-,-,"Syrian Arab Rep.",SYR,34230,0,0,,0,0
1984,-,-,"United Rep. of Tanzania",TZA,179910,0,0,,0,0
1984,-,-,Thailand,THA,128500,0,0,,0,0
1984,-,-,Togo,TGO,1800,0,0,,0,0
1984,-,-,Turkey,TUR,2600,0,0,,0,0
1984,-,-,"United Arab Emirates",ARE,5170,0,0,,0,0
1984,-,-,Uganda,UGA,151000,0,0,,0,0
1984,-,-,"United States of America",USA,626909,0,0,,0,0
1984,-,-,"Venezuela (Bolivarian Republic of)",VEN,1420,0,0,,0,0
1984,-,-,Yemen,YEM,4280,0,0,,0,0
1984,-,-,Zambia,ZMB,96480,0,0,,0,0
1984,-,-,Zimbabwe,ZWE,50500,0,0,,0,0
1984,-,-,"Unknown ",,171020,0,0,,0,0
1985,-,-,Algeria,DZA,174160,0,0,,0,0
1985,-,-,Angola,AGO,91520,0,0,,0,0
1985,-,-,Egypt,EGY,1090,0,0,,0,0
1985,-,-,Argentina,ARG,14000,0,0,,0,0
1985,-,-,Australia,AUS,89000,0,0,,0,0
1985,-,-,Austria,AUT,40534,0,0,,0,0
1985,-,-,Bahrain,BHR,800,0,0,,0,0
1985,-,-,Burundi,BDI,267440,0,0,,0,0
1985,-,-,Belgium,BEL,36600,0,0,,0,0
1985,-,-,Benin,BEN,3700,0,0,,0,0
1985,-,-,"Burkina Faso",BFA,90,0,0,,0,0
1985,-,-,"Bolivia (Plurinational State of)",BOL,170,0,0,,0,0
1985,-,-,Botswana,BWA,5680,0,0,,0,0
1985,-,-,Brazil,BRA,5300,0,0,,0,0
1985,-,-,Belize,BLZ,9000,0,0,,0,0
1985,-,-,Canada,CAN,92194,0,0,,0,0
1985,-,-,"Central African Rep.",CAF,46330,0,0,,0,0
1985,-,-,China,CHN,279670,0,0,,0,0
1985,-,-,Chile,CHL,540,0,0,,0,0
1985,-,-,Cameroon,CMR,35150,0,0,,0,0
1985,-,-,Congo,COG,1200,0,0,,0,0
1985,-,-,"Dem. Rep. of the Congo",COD,283000,0,0,,0,0
1985,-,-,Colombia,COL,400,0,0,,0,0
1985,-,-,"Costa Rica",CRI,24000,0,0,,0,0
1985,-,-,Cuba,CUB,2000,0,0,,0,0
1985,-,-,Denmark,DNK,8500,0,0,,0,0
1985,-,-,Djibouti,DJI,17280,0,0,,0,0
1985,-,-,"Dominican Rep.",DOM,6000,0,0,,0,0
1985,-,-,Ecuador,ECU,890,0,0,,0,0
1985,-,-,Ethiopia,ETH,180400,0,0,,0,0
1985,-,-,Finland,FIN,500,0,0,,0,0
1985,-,-,France,FRA,174213,0,0,,0,0
1985,-,-,"United Kingdom of Great Britain and Northern Ireland",GBR,135000,0,0,,0,0
1985,-,-,Germany,DEU,475000,0,0,,0,0
1985,-,-,Ghana,GHA,120,0,0,,0,0
1985,-,-,Greece,GRC,4360,0,0,,0,0
1985,-,-,Guatemala,GTM,12000,0,0,,0,0
1985,-,-,"China, Hong Kong SAR",HKG,9400,0,0,,0,0
1985,-,-,Honduras,HND,60000,0,0,,0,0
1985,-,-,"Cote d'Ivoire",CIV,810,0,0,,0,0
1985,-,-,India,IND,6720,0,0,,0,0
1985,-,-,Indonesia,IDN,8230,0,0,,0,0
1985,-,-,Ireland,IRL,600,0,0,,0,0
1985,-,-,"Iran (Islamic Rep. of)",IRN,2300000,0,0,,0,0
1985,-,-,Iraq,IRQ,83200,0,0,,0,0
1985,-,-,Italy,ITA,22386,0,0,,0,0
1985,-,-,Jordan,JOR,400,0,0,,0,0
1985,-,-,Japan,JPN,4707,0,0,,0,0
1985,-,-,Kenya,KEN,8790,0,0,,0,0
1985,-,-,Kuwait,KWT,2280,0,0,,0,0
1985,-,-,Liberia,LBR,180,0,0,,0,0
1985,-,-,Lebanon,LBN,4890,0,0,,0,0
1985,-,-,Lesotho,LSO,11500,0,0,,0,0
1985,-,-,"China, Macao SAR",MAC,700,0,0,,0,0
1985,-,-,Mexico,MEX,175000,0,0,,0,0
1985,-,-,Malaysia,MYS,105310,0,0,,0,0
1985,-,-,Morocco,MAR,860,0,0,,0,0
1985,-,-,Mozambique,MOZ,710,0,0,,0,0
1985,-,-,Nepal,NPL,12800,0,0,,0,0
1985,-,-,Netherlands,NLD,15500,0,0,,0,0
1985,-,-,Nicaragua,NIC,17270,0,0,,0,0
1985,-,-,Nigeria,NGA,5880,0,0,,0,0
1985,-,-,Norway,NOR,11800,0,0,,0,0
1985,-,-,"New Zealand",NZL,4600,0,0,,0,0
1985,-,-,Pakistan,PAK,2732440,0,0,,0,0
1985,-,-,Panama,PAN,1200,0,0,,0,0
1985,-,-,Paraguay,PRY,80,0,0,,0,0
1985,-,-,Peru,PER,700,0,0,,0,0
1985,-,-,Philippines,PHL,16990,0,0,,0,0
1985,-,-,"Papua New Guinea",PNG,11750,0,0,,0,0
1985,-,-,Portugal,PRT,700,0,0,,0,0
1985,-,-,Qatar,QAT,200,0,0,,0,0
1985,-,-,Rwanda,RWA,20110,0,0,,0,0
1985,-,-,"El Salvador",SLV,210,0,0,,0,0
1985,-,-,"Saudi Arabia",SAU,130000,0,0,,0,0
1985,-,-,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,3530,0,0,,0,0
1985,-,-,Senegal,SEN,5500,0,0,,0,0
1985,-,-,"Sierra Leone",SLE,160,0,0,,0,0
1985,-,-,Somalia,SOM,812000,0,0,,0,0
1985,-,-,Spain,ESP,9300,0,0,,0,0
1985,-,-,"Viet Nam",VNM,25000,0,0,,0,0
1985,-,-,Sudan,SDN,1164000,0,0,,0,0
1985,-,-,Eswatini,SWZ,10770,0,0,,0,0
1985,-,-,Sweden,SWE,90600,0,0,,0,0
1985,-,-,Switzerland,CHE,30726,0,0,,0,0
1985,-,-,"Syrian Arab Rep.",SYR,47750,0,0,,0,0
1985,-,-,"United Rep. of Tanzania",TZA,214480,0,0,,0,0
1985,-,-,Thailand,THA,130420,0,0,,0,0
1985,-,-,Togo,TGO,3050,0,0,,0,0
1985,-,-,Turkey,TUR,1790,0,0,,0,0
1985,-,-,"United Arab Emirates",ARE,26350,0,0,,0,0
1985,-,-,Uganda,UGA,151000,0,0,,0,0
1985,-,-,Uruguay,URY,110,0,0,,0,0
1985,-,-,"United States of America",USA,492806,0,0,,0,0
1985,-,-,"Venezuela (Bolivarian Republic of)",VEN,1890,0,0,,0,0
1985,-,-,Yemen,YEM,5000,0,0,,0,0
1985,-,-,Zambia,ZMB,103780,0,0,,0,0
1985,-,-,Zimbabwe,ZWE,62800,0,0,,0,0
1985,-,-,"Unknown ",,164500,0,0,,0,0
1986,-,-,Algeria,DZA,167220,0,0,,0,0
1986,-,-,Angola,AGO,92250,0,0,,0,0
1986,-,-,Egypt,EGY,1080,0,0,,0,0
1986,-,-,Argentina,ARG,14000,0,0,,0,0
1986,-,-,Australia,AUS,85900,0,0,,0,0
1986,-,-,Austria,AUT,41176,0,0,,0,0
1986,-,-,Burundi,BDI,267500,0,0,,0,0
1986,-,-,Belgium,BEL,35900,0,0,,0,0
1986,-,-,Benin,BEN,3740,0,0,,0,0
1986,-,-,"Burkina Faso",BFA,220,0,0,,0,0
1986,-,-,"Bolivia (Plurinational State of)",BOL,120,0,0,,0,0
1986,-,-,Botswana,BWA,4830,0,0,,0,0
1986,-,-,Brazil,BRA,5300,0,0,,0,0
1986,-,-,Belize,BLZ,9000,0,0,,0,0
1986,-,-,Canada,CAN,98743,0,0,,0,0
1986,-,-,"Central African Rep.",CAF,12980,0,0,,0,0
1986,-,-,China,CHN,281790,0,0,,0,0
1986,-,-,Cameroon,CMR,53600,0,0,,0,0
1986,-,-,Congo,COG,1580,0,0,,0,0
1986,-,-,"Dem. Rep. of the Congo",COD,301230,0,0,,0,0
1986,-,-,Colombia,COL,240,0,0,,0,0
1986,-,-,"Costa Rica",CRI,31200,0,0,,0,0
1986,-,-,Cuba,CUB,2000,0,0,,0,0
1986,-,-,Denmark,DNK,23000,0,0,,0,0
1986,-,-,Djibouti,DJI,16720,0,0,,0,0
1986,-,-,"Dominican Rep.",DOM,4980,0,0,,0,0
1986,-,-,Ecuador,ECU,800,0,0,,0,0
1986,-,-,Ethiopia,ETH,132400,0,0,,0,0
